name,date_utc,success,rocket_id,launchpad_id,flight_number,auto_update,tbd,net,upcoming,rocket_name,rocket_height,rocket_diameter,rocket_mass,rocket_stages,rocket_boosters,rocket_cost_per_launch,rocket_active,rocket_reusable,rocket_engines,rocket_thrust_sea_level,rocket_thrust_vacuum,launchpad_name,launchpad_region,launchpad_timezone,launchpad_latitude,launchpad_longitude,launch_attempts,launch_successes,launchpad_status,success_rate,payload_count,total_payload_mass,primary_payload_mass,payload_orbit,payload_customer_type,payload_nationality,payload_manufacturer,payload_type,launch_year,launch_month,launch_day_of_year,launch_hour,launch_day_of_week,launch_quarter,is_weekend,is_night_launch,temperature,humidity,wind_speed,precipitation,cloud_cover,visibility,pressure
CRS-13,2017-12-15T15:36:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,51,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,2205,2205,ISS,Government,United States,SpaceX,Dragon 1.1,2017,12,349,15,4,4,0,0,15.7,76.65,12,0,97.9,16,1018.3
Iridium NEXT Mission 4,2017-12-23T01:27:23.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,52,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,VAFB SLC 4E,California,America/Los_Angeles,34.632093,-120.610829,28,27,active,0.964285714,1,9600,9600,PO,Commercial_Satellite,United States,Thales Alenia Space,Satellite,2017,12,357,1,5,4,1,1,2.8,82.77,9.7,0,0,16,1025.7
ZUMA,2018-01-08T01:00:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,53,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,0,0,LEO,Commercial_Other,United States,Northrop Grumman,Satellite,2018,1,8,1,0,1,0,1,10.7,96.61,6.4,0,50,16,1026.4
SES-16 / GovSat-1,2018-01-31T21:25:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,54,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,4230,4230,GTO,Commercial_Other,Luxembourg,Orbital ATK,Satellite,2018,1,31,21,2,1,0,1,9.4,78.55,18.8,0,89.2,16,1025.9
Falcon Heavy Test Flight,2018-02-06T20:45:00.000Z,1,5e9d0d95eda69974db09d1ed,5e9e4502f509094188566f88,55,1,0,0,0,Falcon Heavy,70,12.2,1420788,2,2,90000000,1,1,27,22819,24681,KSC LC 39A,Florida,America/New_York,28.6080585,-80.6039558,55,55,active,1,1,1350,1350,HCO,SpaceX,United States,Tesla,Satellite,2018,2,37,20,1,1,0,0,10.9,98,0.3,0,0,10.1,1024
Paz / Starlink Demo,2018-02-22T14:17:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,56,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,VAFB SLC 4E,California,America/Los_Angeles,34.632093,-120.610829,28,27,active,0.964285714,2,2150,1350,SSO,SpaceX,Spain,Airbus Defence and Space,Satellite,2018,2,53,14,3,1,0,0,2.7,90.81,16.6,0,0,16,1023.2
Hispasat 30W-6,2018-03-06T05:33:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,57,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,6092,6092,GTO,Commercial_Other,Spain,SSL,Satellite,2018,3,65,5,1,1,0,1,11.9,82.53,5.2,0,0,16,1017.4
Iridium NEXT Mission 5,2018-03-30T14:13:51.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,58,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,VAFB SLC 4E,California,America/Los_Angeles,34.632093,-120.610829,28,27,active,0.964285714,1,9600,9600,PO,Commercial_Satellite,United States,Thales Alenia Space,Satellite,2018,3,89,14,4,1,0,0,8.9,91.18,0,0,21.7,15.6,1017.6
CRS-14,2018-04-02T20:30:41.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,59,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,2760,2760,ISS,Government,United States,SpaceX,Dragon 1.1,2018,4,92,20,0,2,0,0,18.3,100,0.6,0,0,2.8,1019
TESS,2018-04-18T22:51:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,60,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,350,350,HEO,Government,United States,Orbital ATK,Satellite,2018,4,108,22,2,2,0,1,14.2,84.46,6.4,0,0,12.2,1019
Bangabandhu-1,2018-05-11T20:14:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,61,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,KSC LC 39A,Florida,America/New_York,28.6080585,-80.6039558,55,55,active,1,1,3750,3750,GTO,Commercial_Other,Bangladesh,Thales Alenia Space,Satellite,2018,5,131,20,4,2,0,0,19.3,95.08,0.2,0,0,16,1019.9
Iridium NEXT Mission 6,2018-05-22T19:47:58.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,62,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,VAFB SLC 4E,California,America/Los_Angeles,34.632093,-120.610829,28,27,active,0.964285714,2,5460,4300,PO,Government,United States,Thales Alenia Space,Satellite,2018,5,142,19,1,2,0,0,11.5,90.11,10,0,100,14.6,1013.8
SES-12,2018-06-04T04:45:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,63,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,5383.85,5383.85,GTO,Commercial_Other,Luxembourg,Airbus Defence and Space,Satellite,2018,6,155,4,0,2,0,1,26.3,82.93,17.5,0,47.5,16,1015
CRS-15,2018-06-29T09:42:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,64,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,2410,2410,ISS,Government,United States,SpaceX,Dragon 1.1,2018,6,180,9,4,2,0,0,24.7,93.79,8.9,2.467,42,16,1017.3
Telstar 19V,2018-07-22T05:50:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,65,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,7076,7076,GTO,Commercial_Satellite,Canada,SSL,Satellite,2018,7,203,5,6,3,1,1,26.2,90.21,9.8,0,31.7,16,1013.5
Iridium NEXT Mission 7,2018-07-25T11:39:26.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,66,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,VAFB SLC 4E,California,America/Los_Angeles,34.632093,-120.610829,28,27,active,0.964285714,1,9600,9600,PO,Commercial_Satellite,United States,Thales Alenia Space,Satellite,2018,7,206,11,2,3,0,0,13,94.48,3.2,0,45.9,12,1016.1
Merah Putih,2018-08-07T05:18:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,67,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,5800,5800,GTO,Commercial_Other,Indonesia,SSL,Satellite,2018,8,219,5,1,3,0,1,25.9,84.08,8.4,0,1.2,16,1020.1
Telstar 18V,2018-09-10T04:45:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,68,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,7060,7060,GTO,Commercial_Satellite,Canada,SSL,Satellite,2018,9,253,4,0,3,0,1,25.8,87.89,7.7,0,62.8,16,1014
SAOCOM 1A,2018-10-08T02:22:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,69,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,VAFB SLC 4E,California,America/Los_Angeles,34.632093,-120.610829,28,27,active,0.964285714,1,2800,2800,SSO,Commercial_Other,Argentina,INVAP,Satellite,2018,10,281,2,0,4,0,1,11.8,91.81,11,0,0,14.7,1009.5
Es’hail 2,2018-11-15T20:46:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,70,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,KSC LC 39A,Florida,America/New_York,28.6080585,-80.6039558,55,55,active,1,1,3000,3000,GTO,Commercial_Other,Qatar,Mitsubishi Electric,Satellite,2018,11,319,20,3,4,0,0,25.6,89.47,12.9,0,30.1,16,1015.2
SSO-A,2018-12-03T18:34:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,71,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,VAFB SLC 4E,California,America/Los_Angeles,34.632093,-120.610829,28,27,active,0.964285714,1,4000,4000,SSO,Commercial_Other,United States,"Spaceflight Industries, Inc",Satellite,2018,12,337,18,0,4,0,0,5.7,79.57,7.8,0,0,14.2,1020.5
CRS-16,2018-12-05T18:16:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,72,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,2573,2573,ISS,Government,United States,SpaceX,Dragon 1.1,2018,12,339,18,2,4,0,0,16.5,80.3,11.4,0,60.6,16,1018.4
GPS III SV01,2018-12-23T13:51:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,73,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,4400,4400,MEO,Government,United States,Lockheed Martin,Satellite,2018,12,357,13,6,4,1,0,4.7,83.86,0.4,0,0,16,1023.4
Iridium NEXT Mission 8,2019-01-11T15:31:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,74,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,VAFB SLC 4E,California,America/Los_Angeles,34.632093,-120.610829,28,27,active,0.964285714,1,9600,9600,PO,Commercial_Satellite,United States,Thales Alenia Space,Satellite,2019,1,11,15,4,1,0,0,10.2,94.5,10.6,0,94.6,8.6,1018.7
Nusantara Satu (PSN-6) / S5 / Beresheet,2019-02-22T01:45:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,75,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,3,5645,5000,GTO,Commercial_Other,Indonesia,SSL,Satellite,2019,2,53,1,4,1,0,1,20.3,94.35,12.7,0,32,15.7,1020.7
CCtCap Demo Mission 1,2019-03-02T07:45:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,76,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,KSC LC 39A,Florida,America/New_York,28.6080585,-80.6039558,55,55,active,1,1,12259,12259,ISS,Government,United States,SpaceX,Crew Dragon,2019,3,61,7,5,1,1,0,18,94.46,4,0,0,16,1020.3
ArabSat 6A,2019-04-11T22:35:00.000Z,1,5e9d0d95eda69974db09d1ed,5e9e4502f509094188566f88,77,1,0,0,0,Falcon Heavy,70,12.2,1420788,2,2,90000000,1,1,27,22819,24681,KSC LC 39A,Florida,America/New_York,28.6080585,-80.6039558,55,55,active,1,1,6000,6000,GTO,Commercial_Other,Saudi Arabia,Lockheed Martin,Satellite,2019,4,101,22,3,2,0,1,18.1,87.63,4.3,0,0,16,1010.4
CRS-17,2019-05-04T06:48:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,78,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,2482,2482,ISS,Government,United States,SpaceX,Dragon 1.1,2019,5,124,6,5,2,1,0,23.4,82.01,16,0,63.9,16,1016
Starlink v0.9,2019-05-24T02:30:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,79,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,13200,13200,VLEO,SpaceX,United States,SpaceX,Satellite,2019,5,144,2,4,2,0,1,24.3,56.14,15.6,0,45.5,16,1021.3
RADARSAT Constellation,2019-06-12T14:17:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,80,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,VAFB SLC 4E,California,America/Los_Angeles,34.632093,-120.610829,28,27,active,0.964285714,1,1425,1425,SSO,Commercial_Other,Canada,Maxar Technologies,Satellite,2019,6,163,14,2,2,0,0,15.8,90.95,6.1,0,38.2,15.6,1015.3
STP-2,2019-06-25T03:30:00.000Z,1,5e9d0d95eda69974db09d1ed,5e9e4502f509094188566f88,81,1,0,0,0,Falcon Heavy,70,12.2,1420788,2,2,90000000,1,1,27,22819,24681,KSC LC 39A,Florida,America/New_York,28.6080585,-80.6039558,55,55,active,1,16,2838,1668,MEO,Government,United States,Sierra Nevada Corporation,Satellite,2019,6,176,3,1,2,0,1,27.3,52.11,6.7,0,0,16,1017.3
CRS-18,2019-07-25T22:01:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,82,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,2227.7,2227.7,ISS,Government,United States,SpaceX,Dragon 1.1,2019,7,206,22,3,3,0,1,25,49.79,9.7,0,0,16,1015.4
Amos-17,2019-08-06T22:52:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,83,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,6500,6500,GTO,Commercial_Other,Israel,Boeing Satellite Systems,Satellite,2019,8,218,22,1,3,0,1,24.2,94.74,9.4,0,0,16,1016.2
Starlink-1,2019-11-11T14:56:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,84,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,15600,15600,VLEO,SpaceX,United States,SpaceX,Satellite,2019,11,315,14,0,4,0,0,19.3,77.38,6.3,0,19,16,1020.2
CRS-19,2019-12-05T17:29:23.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,85,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,5000,5000,ISS,Government,United States,SpaceX,Dragon 1.1,2019,12,339,17,3,4,0,0,10.7,74.25,11.4,0,0,16,1016.3
JCSat 18 / Kacific 1,2019-12-17T00:10:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,86,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,6800,6800,GTO,Commercial_Satellite,Japan,Boeing Satellite Systems,Satellite,2019,12,351,0,1,4,0,1,23,92.49,16,0,0,15.8,1018.3
Starlink-2,2020-01-07T02:19:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,87,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,15600,15600,VLEO,SpaceX,United States,SpaceX,Satellite,2020,1,7,2,1,1,0,1,6.7,85.17,3.7,0,0,16,1021.7
Crew Dragon In Flight Abort Test,2020-01-19T14:00:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,88,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,KSC LC 39A,Florida,America/New_York,28.6080585,-80.6039558,55,55,active,1,1,0,0,SO,Government,United States,SpaceX,Crew Dragon,2020,1,19,14,6,1,1,0,20.1,78.93,14.2,0,89.1,16,1023.1
Starlink-3,2020-01-29T14:06:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,89,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,15600,15600,VLEO,SpaceX,United States,SpaceX,Satellite,2020,1,29,14,2,1,0,0,11.7,86.08,10.2,0,0,16,1016.4
Starlink-4,2020-02-17T15:05:55.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,90,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,15600,15600,VLEO,SpaceX,United States,SpaceX,Satellite,2020,2,48,15,0,1,0,0,19.8,94.66,6.3,0.119,78.7,16,1018.1
CRS-20,2020-03-07T04:50:31.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,91,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,1977,1977,ISS,Government,United States,SpaceX,Dragon 1.1,2020,3,67,4,5,1,1,1,15,41.46,14.9,0,0,16,1022.5
Starlink-5,2020-03-18T12:16:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,92,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,KSC LC 39A,Florida,America/New_York,28.6080585,-80.6039558,55,55,active,1,1,15600,15600,VLEO,SpaceX,United States,SpaceX,Satellite,2020,3,78,12,2,1,0,0,21.3,83.51,8.7,0,0,15.5,1024
Starlink-6,2020-04-22T19:30:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,93,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,KSC LC 39A,Florida,America/New_York,28.6080585,-80.6039558,55,55,active,1,1,15600,15600,VLEO,SpaceX,United States,SpaceX,Satellite,2020,4,113,19,2,2,0,0,18.7,87.65,0.3,0,0,16,1015.5
CCtCap Demo Mission 2,2020-05-30T19:22:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,94,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,KSC LC 39A,Florida,America/New_York,28.6080585,-80.6039558,55,55,active,1,1,9525,9525,ISS,Government,United States,SpaceX,Crew Dragon,2020,5,151,19,5,2,1,0,23.1,92.55,8.9,13.885,55.5,14.4,1018.8
Starlink-7,2020-06-04T01:25:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,95,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,15600,15600,VLEO,SpaceX,United States,SpaceX,Satellite,2020,6,156,1,3,2,0,1,24,92,0.2,0,19,16,1016.1
Starlink-8 & SkySat 16-18,2020-06-13T09:21:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,96,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,15600,15600,VLEO,SpaceX,United States,SpaceX,Satellite,2020,6,165,9,5,2,1,0,25.5,77.06,12.4,0,18.6,16,1016.7
GPS III SV03 (Columbus),2020-06-30T19:55:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,97,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,3880,3880,MEO,Government,United States,Lockheed Martin,Satellite,2020,6,182,19,1,2,0,0,27.8,74.08,7.7,0,0,14.1,1015.9
ANASIS-II,2020-07-20T21:30:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,98,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,0,0,GEO,Commercial_Other,South Korea,South Korea,Satellite,2020,7,202,21,0,3,0,1,27.1,84.08,10.5,0,17.8,16,1018.1
Starlink-9 (v1.0) & BlackSky Global 5-6,2020-08-07T05:12:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,99,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,KSC LC 39A,Florida,America/New_York,28.6080585,-80.6039558,55,55,active,1,2,15712,15600,VLEO,SpaceX,United States,SpaceX,Satellite,2020,8,220,5,4,3,0,1,25.5,90.27,0.3,0,0,16,1017.7
Starlink-10 (v1.0) & SkySat 19-21,2020-08-18T14:31:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,100,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,15600,15600,VLEO,SpaceX,United States,SpaceX,Satellite,2020,8,231,14,1,3,0,0,25.1,89.98,2.5,0,17.8,16,1015
"SAOCOM 1B, GNOMES-1, Tyvak-0172",2020-08-30T23:18:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,101,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,1600,1600,SSO,Commercial_Other,Argentina,Unknown,Satellite,2020,8,243,23,6,3,1,1,25.9,89.59,8.9,0,1.1,16,1015.5
Starlink-11 (v1.0),2020-09-03T12:46:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,102,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,KSC LC 39A,Florida,America/New_York,28.6080585,-80.6039558,55,55,active,1,1,15600,15600,VLEO,SpaceX,United States,SpaceX,Satellite,2020,9,247,12,3,3,0,0,27.6,87.85,5.5,0,35.4,16,1017
